CREDITCARDKEY,CREDITCARDID,CARDTYPE,CARDNUMBER,EXPMONTH,EXPYEAR,MONTHEXPIRATION,CARDSTATUS,EXPIRING3MONTHS,CREDITMODIFIEDDATE,ISCURRENT,STARTDATE,ENDDATE,HASHDIFF
22822,17704,ColonialVoice,77772421066799,10,2005,-238,Expired,Expired,2014-06-10 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,bf4106a1d3aaf64f7e381d6fb7e34fdbf283fb28e942556eb5af54fa9bac04a3
22823,17705,Vista,11113129561409,3,2005,-245,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,1c3e36fe16b184ffb11304317537a3aeed20736b5930a9f4ef2f2fc2101338dd
22824,17706,ColonialVoice,77776854654183,6,2008,-206,Expired,Expired,2013-04-18 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,943b13493f1c13e35f0bc81c6d5b815846d96746b809d30495630f885ea0030e
22825,17708,Vista,11115995222251,5,2006,-231,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,bb7c0257cb7133ebe7f0a4c99286056887cdcc0cae024e7268eb6f5c2bfd0511
22826,17709,ColonialVoice,77774733842195,10,2007,-214,Expired,Expired,2013-12-04 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,f2edd010d9420698cb050b7f77a26b39304509a626ab2a7fa42a14b1cffa2fcc
22827,17710,SuperiorCard,33332884801257,9,2008,-203,Expired,Expired,2013-08-31 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,abc0ab04a58c11f40f9553b0b49c04106694c58f146cfb887f260a6cfadd5ed0
22828,17711,Vista,11119432248516,5,2006,-231,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,e6ac00ee3135b1548588ba6ae576a30045c4a7c63a31d7d0b962068d5c3527f6
22829,17712,ColonialVoice,77775361305896,11,2007,-213,Expired,Expired,2014-05-01 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,e5ca7d85512b255b652ac999ef777dff4366859c4121bbf12cc80708dd88121a
22830,17713,Vista,11111406672611,11,2006,-225,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,bfa600f6730b2cfdea8a725c6cbbc15d9df0d6ba71bb0eac33e4b239d33dccde
22831,17714,Vista,11113619317487,3,2007,-221,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,92585d8b3cf229a2186bb056897fb81d4a269d578de05921560900669ac970e1
22832,17715,Distinguish,55559840341501,5,2006,-231,Expired,Expired,2013-08-20 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,268fc31792fcaddbf2bdffa0c402c61bf0c0bcc8e4f72cb0a525d1278258a239
22833,17716,Vista,11112368505596,11,2008,-201,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,6fa622f088bde3e7a0778561345b568d8dad62866c9aecb2e691ce46962f4e0c
22834,17717,Vista,11111609235445,12,2006,-224,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,ecb786c022e49478d046ca2f2b5145c90fc6000e3f15cdbd774503086d394eb3
22835,17718,Vista,11114462346011,5,2008,-207,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,7e00c52f6fad53706a0b57b4bd5abf08f5016c19f6ba33200378f3960fff835b
22836,17719,Distinguish,55552930955333,3,2008,-209,Expired,Expired,2014-02-06 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,891c5f41167e4c56945eb4bfc87652b43d05f1a6fe77d906d231bbfa0cc962b2
22837,17720,SuperiorCard,33339758506957,9,2006,-227,Expired,Expired,2013-01-03 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,8c6d5ac91ccabca2e1b6cdc0b2a87cfb1226ef280fcc75b8b7b67137e3e38214
22838,17721,SuperiorCard,33332411585934,8,2006,-228,Expired,Expired,2014-05-27 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,cd32b3f7737dae148facf9a0fafd1255e9f5cbd6b9862cd93a076e525f5cd8f1
22839,17722,SuperiorCard,33337578646467,11,2005,-237,Expired,Expired,2011-10-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,a6cd7914fb3e0f01396cddb597a9b1a27db94feceb140cc7cf5ca4e1aebb2cc4
22840,17725,SuperiorCard,33332575150514,1,2008,-211,Expired,Expired,2013-10-23 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,f7f76966233275114a3541ab2005a464164cbcb6d5425e50dff95432912cc485
22841,17726,SuperiorCard,33334669123372,1,2006,-235,Expired,Expired,2013-06-30 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,b3941e8f76dfb3cfb395cb5ef7e277444f8dc22d351af3f049eb6441bc1102ff
22842,17727,Vista,11112654654884,1,2005,-247,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,c304c11167223683d7066c812304a0d27c33d01303532626da513c7c24e7465f
22843,17728,Distinguish,55559472520865,1,2007,-223,Expired,Expired,2014-06-19 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,b255d47ccd8e8fb9a3059be62bd42a8bfd4c721a1b914cbc19b05b2f9a2aeb3d
22844,17729,SuperiorCard,33337968904202,12,2006,-224,Expired,Expired,2013-10-01 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,fa8fbe59d9579d1d02eccef0a360013158e013468acd3e9a80834e97f3be9fcd
22845,17730,ColonialVoice,77774277445539,2,2007,-222,Expired,Expired,2013-08-17 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,65adc44011645ca779315ab35088a1e50284ac1d0cf72c43b174dcdd8f72f827
22846,17731,SuperiorCard,33331007713507,12,2006,-224,Expired,Expired,2013-08-28 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,6f68427cf79b551ec6f0b0a65672bb6f7a3c7b6070fe5a8e36d82e98a20d4bea
22847,17732,SuperiorCard,33332024292735,7,2005,-241,Expired,Expired,2013-11-13 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,21dc2935898277ab34c5cbeaf1f1cd798326136db19b35db077af0c03053ffea
22848,17733,ColonialVoice,77774533851870,5,2008,-207,Expired,Expired,2014-05-17 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,ab2a4749558f4a97b33151ac9cdf0532dad959fb3a1c2081a5bb96bc039a2eb6
22849,17734,SuperiorCard,33333813976991,7,2005,-241,Expired,Expired,2014-01-03 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,15e541ca99c66fd6d802f832b5e32d3c1141c171a3c10e6fd0ea4ffb0df62b37
22850,17735,Vista,11113566401046,9,2007,-215,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,24a6c91c96e27d1f4e739cd84d0a90f86fe91be87288f6efafb42f97fcafbe2b
22851,17736,ColonialVoice,77775365590794,7,2006,-229,Expired,Expired,2013-04-17 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,ed2e6ce5fb1cd27a3365ba5dadad5d448c0be557f17bef31904bb4c8f9cb0e59
22852,17737,Vista,11114976425609,8,2006,-228,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,e8069f4a638068b317a2e430e55362b9563cd0db3881f6d677a4b714c884de68
22853,17738,Distinguish,55554756445632,4,2005,-244,Expired,Expired,2012-02-22 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,aa7d02b64f4e4a1340e764118638126df8caec41a194f438e037290d1b693105
22854,17739,ColonialVoice,77774022118279,7,2007,-217,Expired,Expired,2014-01-08 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,ecefd5ea63963be96d843d58028aa40bf1e2be1bb87d8fc903ae766946834adb
22855,17740,ColonialVoice,77776448491293,10,2006,-226,Expired,Expired,2014-03-20 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,eb1b47a5274b8c8cdcfd0e6f880c513c3959cdcb04dffd1f247472b8a444cab1
22856,17741,ColonialVoice,77778341179289,4,2008,-208,Expired,Expired,2013-02-24 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,c51266339a88d9838029f7480eca5d894592877382fd2ca596a2e9e48f101f40
22857,17742,ColonialVoice,77778352992189,11,2006,-225,Expired,Expired,2013-06-22 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,d5c804f5be4ab5b2921fdc74a46d9ae92f7e1db3203b2b940145f71e5bbc106c
22858,17744,ColonialVoice,77775391004502,12,2007,-212,Expired,Expired,2012-12-21 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,29df836576b0c3b9985b5e06055d58f80e912d33122d812114f0f93515e1441e
22859,17745,SuperiorCard,33339787463537,12,2008,-200,Expired,Expired,2013-11-20 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,c5af2534893149c660c1d7e57d64bea11328b8274b28d90b806b7c879e31e00c
22860,17746,Distinguish,55558575889934,11,2005,-237,Expired,Expired,2012-07-02 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,d8d255402bac767b93e1e1413c310a7df80d7f33e5175a905b3d63a2a7868cd0
22861,17747,ColonialVoice,77774280739594,10,2008,-202,Expired,Expired,2014-03-20 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,722de6ca788f1ec842e2d863f862a60c699c6ca45cabb333c121b1ba28169d7e
22862,17748,Vista,11111158772622,10,2005,-238,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,f5adb4c61b7476d9e970c0a698803a77a162d5e276aebd400711f429be1dcac3
22863,17749,Distinguish,55553503897332,2,2008,-210,Expired,Expired,2013-01-01 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,a58f57c48fa08e1cb68f0ecbab7e10bd408a55abc97d577f991f4ffbb8c1367a
22864,17750,Distinguish,55555314506046,2,2005,-246,Expired,Expired,2012-08-17 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,81ad46d2777a97676172070f40c92842d7d212328b623d85d63ee6c54c219f60
22865,17751,ColonialVoice,77772764090356,7,2006,-229,Expired,Expired,2014-05-22 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,169b5823691099ab1e2a76b8b956e34f2796e27a82c8339dd1b4e98f3088df5d
22866,17752,Vista,11119449429569,9,2007,-215,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,065170eddf2d6f72f547be265c70284d5ccbb5bac0a3504c6cbc84e703b48e08
22867,17753,SuperiorCard,33336089859361,11,2007,-213,Expired,Expired,2013-07-03 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,669fef85cad2343584b7efd911cb3eed3f26465e30fe0323d31f03dfd6af4085
22868,17754,SuperiorCard,33332833192877,10,2005,-238,Expired,Expired,2013-02-09 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,caff2534cc0c4af84a46c41e002a6ba87773c55703b797c7860d3bfd0c2d0c90
22869,17755,ColonialVoice,77775517044813,12,2006,-224,Expired,Expired,2013-05-12 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,32615f651854cf9611b17d1f311d482a0ce069c6846b9aac7f77f1e558447a73
22870,17756,ColonialVoice,77774203849405,10,2006,-226,Expired,Expired,2014-01-30 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,09d3b138dd797b56a4c861c482e70e68ea7af116a9a48fc50355d10ea1f7d35b
22871,17757,Distinguish,55551022610100,10,2008,-202,Expired,Expired,2013-11-09 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,2abd59dc36733fd555e7c28961a2d71200dba8fdce250c694d16e2981f2a6bd6
22872,17758,ColonialVoice,77779827585390,10,2005,-238,Expired,Expired,2011-07-24 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,646790a44d5f770337375458f11d8eed0dd956104af2910f69d28e53f936ac24
22873,17759,Vista,11115707818485,7,2008,-205,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,613d465f50e0bef40edcdecd804e0e2ecad624ca5775413a9fb0d2182a393503
22874,17760,Distinguish,55554726344205,5,2006,-231,Expired,Expired,2014-05-06 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,6edfc83b9830fd9af2d5054ac4da3273d2b993983667b080f70c8892bd0d9680
22875,17761,SuperiorCard,33337037965265,7,2005,-241,Expired,Expired,2012-12-12 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,4f3c2752ed9872cc9a23589d1e4310b276922298bfc711d2f71da632beb64741
22876,17762,SuperiorCard,33332745934049,1,2006,-235,Expired,Expired,2013-07-12 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,a1fa7613decdd6050e271b9de4afb1e4aa987ebbeac38faa424fa271c807ec88
22877,17763,Vista,11118051239140,1,2007,-223,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,b75bbc44dba38aa28391c3065a361ef05647f9d8686d81e388387ac3801e4b97
22878,17764,ColonialVoice,77771969761282,2,2006,-234,Expired,Expired,2013-11-12 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,fcc5a10d9ed0efed9f5a5371fe3ab73e80c3db7a50f85484104c07bcd807b8d4
22879,17765,SuperiorCard,33338562252559,4,2008,-208,Expired,Expired,2013-09-14 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,7e1d63cbded162408821036a05083c021c1fd8a9a9b2c7020fd60c795aa9c85b
22880,17766,SuperiorCard,33337468191579,3,2006,-233,Expired,Expired,2013-10-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,1f8dfd75b7c7ea14e71f3f7d901c911126ce3d18e448f22f8b08c7ba1c2621cf
22881,17767,Distinguish,55559013974525,7,2005,-241,Expired,Expired,2012-06-06 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,addb2698accea09b154727aa3f7d2e1d6274374714238a948344f31ff64a7feb
22882,17768,ColonialVoice,77772848947703,6,2008,-206,Expired,Expired,2013-08-08 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,c15d5df68cae182711f6266062c070809907274b7b801a29d995ec4fa52dc335
22883,17769,Vista,11116727167807,1,2005,-247,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,ab3b09837774aa3c5594ff346810c4a4e40447cdd718fb73f769f20792ed327a
22884,17770,Vista,11119146443025,9,2008,-203,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,2e7f72bcf1e6b628bf506cbafb0d605a94aab3c1310101331b648ce08b402179
22885,17771,Vista,11117636877776,9,2007,-215,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,fe3e9ca2317191f464030de72ad087cfaeca70a0b57fdc2f4a64cdacaf0f6d55
22886,17772,SuperiorCard,33335884520492,5,2006,-231,Expired,Expired,2014-04-23 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,ed2cf9c900e16c70096f2e67c4704f491611978119a9af322b149e1ecc13ab4a
22887,17773,Vista,11111541458778,5,2006,-231,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,f9667e86cf8eff522530d9259123fe69cf9badb5c91d77f9605bbbaa26b54947
22888,17774,Vista,11118902196656,1,2008,-211,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,5268adf3df74b632e59ee6f28cb986b37e1e901de47493d28d23d9d4ce839070
22889,17775,SuperiorCard,33331457912961,12,2006,-224,Expired,Expired,2013-10-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,57a990b47db9fe0cba7546ddcb7725a0888374ebfd47e97746c4d618e18b4776
22890,17776,Distinguish,55559209000989,12,2006,-224,Expired,Expired,2013-05-25 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,1247de73d78e6daa08d8f164b6a7d7dae8b83b4d1846c5d3eec8a163973f8855
22891,17777,ColonialVoice,77778647905539,9,2005,-239,Expired,Expired,2013-05-04 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,5c7cf7126569f6c2548fbc1afa45d950b7f6f5f5d33301a30f419edbf105b3bb
22892,17779,ColonialVoice,77771221537162,12,2008,-200,Expired,Expired,2013-09-05 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,050bd5812dee7b4d47ee4047ca084063d6a6b210d14dfaf46505f6eed7164dd5
22893,17780,ColonialVoice,77778999639412,3,2007,-221,Expired,Expired,2011-09-26 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,96d9ce5910771b92eb47fd924f98e88023e29807412fb6394f01acfca1147ffe
22894,17781,SuperiorCard,33338737467523,9,2008,-203,Expired,Expired,2013-07-01 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,68b84a2704c798f95f3a35b96a3fb3d72c035064c9535983442c04e6ecabfd2c
22895,17782,Vista,11116760981141,5,2008,-207,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,8bb3ea4db0d494cc68bd05dc3de3bb934d0a3bc688d0ca58d793c9a411fff338
22896,17783,Vista,11112064569448,3,2008,-209,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,5ed9503e0aea4c3f4817e8e30c9750921abd9c23c371f63263e52a1e96fbaab9
22897,17784,Vista,11112583689252,1,2005,-247,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,1da2f6bb96f9ffff4bc8b77d9a06338879137d7031e8c7464815e3300aae31fd
22898,17785,Vista,11117607875589,3,2008,-209,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,5c1345815d161de103e15226ac75d125ab34e5a94ec6972de419503d625a9f4e
22899,17787,SuperiorCard,33338603443328,6,2007,-218,Expired,Expired,2014-04-09 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,cf7b0f9e89bcac5202a8f1d270ba9a8ab34c14c7a093c9e967d1ebc3a54da08e
22900,17788,ColonialVoice,77772038807058,10,2007,-214,Expired,Expired,2013-08-09 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,a2990696537405d76dd4f2a9d29a6d3c42e6195b51f92df5566e6dae6dfb2b36
22901,17789,SuperiorCard,33336544463002,10,2008,-202,Expired,Expired,2013-09-09 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,b433642b3eac6f97e946dca038bc63f1aaf583c717144449f1b254d2e00dd56d
22902,17790,ColonialVoice,77777692973041,8,2008,-204,Expired,Expired,2011-11-07 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,4d3b8556db3367e4560f2b81934965f291a8c87b508ed1d887fd7d5307ea8bf0
22903,17791,Distinguish,55553748488202,10,2005,-238,Expired,Expired,2013-08-05 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,081ddaeaeac43cdd0d2e5bc559a797b2a02f24b693b8ff49ce16d731e08e879e
22904,17792,Distinguish,55552095552218,4,2006,-232,Expired,Expired,2013-11-22 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,5c4fc22f8beced7b7750d37a66fb4f59cb0960521925e5abb0cac2870f568bc5
22905,17793,Distinguish,55554819059102,4,2005,-244,Expired,Expired,2012-04-13 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,d4c2d3200d280207475eb8c3c511c9dbf29ebe67d1c83e5886654aa69da302a9
22906,17794,Distinguish,55552027143346,9,2005,-239,Expired,Expired,2013-12-02 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,ab8df31ac283f61621eadfd7fdff53144e73cd888d2cd2000a3e244b79597e90
22907,17795,SuperiorCard,33331082513464,12,2007,-212,Expired,Expired,2011-08-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,d81cca04c7fec2c743a828405d43ffaa1789df84f9d29c7c2cc28eac4003bae1
22908,17796,Vista,11116017066008,5,2006,-231,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,1acebcf0a4ef1605bbb5c3ce2fb800045911055b23edf7f70451fb74cfe14c40
22909,17797,Vista,11114792975429,7,2005,-241,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,ee86e038504ec94b01230125acfdc6b5c6ac7a05d569fb0e4844e98b65aed1c8
22910,17798,SuperiorCard,33335129863256,4,2007,-220,Expired,Expired,2014-03-18 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,2707ab15ddea2d67061207528226dd80ffa045baadf135f5c890345ce30f1f2f
22911,17799,Vista,11112970496566,3,2007,-221,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,5b90c74155fdede717502558e414c5a73534f831f18b15c15f04d50c7c2f1083
22912,17800,Vista,11117100299711,5,2006,-231,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,be58f717b6e4b2f62bfd032ba75ca07cb94288c21e3fdd68e5b4a309e0f631d5
22913,17801,Distinguish,55558453877589,4,2007,-220,Expired,Expired,2011-07-05 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,0c34cc39ef8f233e5fe028e44181c33167341db8ea4990706b13c34247bdc4fe
22914,17802,ColonialVoice,77776489972476,7,2007,-217,Expired,Expired,2011-12-15 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,a6bd8426baec3c7e4ba3aa38dc483b5768d5771ec38a0317e2c7e61c570c8c08
22915,17803,Distinguish,55557076367993,10,2008,-202,Expired,Expired,2014-06-17 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,e778e013ed6f88acba4aa2f3475dde0486d9a1130ea5707721cb5a76db2c1ff8
22916,17804,SuperiorCard,33339389475229,11,2007,-213,Expired,Expired,2014-04-05 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,d00882d3f840c8ed99c30c5a4c84d93557f0bc3587f084a8810a2f535ca5d9c6
22917,17805,Vista,11118694314737,12,2005,-236,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,5a74b4a1aea0a8abda0d03e0b2793ee06b630b21c975c0d0c5cef98be112d333
22918,17806,Distinguish,55555133204101,8,2005,-240,Expired,Expired,2013-10-26 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,cb61d30c359b042e41f9c332612a166199d9bf4e073b77b97da1994c187a03c1
22919,17807,Vista,11119264553884,11,2007,-213,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,b7e1db44a8ecb24f578a469324120c2e05db6d7bb3d8cb72348b6874d23b7bb1
22920,17808,Vista,11115278260269,9,2005,-239,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,25ed3e117249c061fc391cf4a836d1b158b41f16b2bb039997369d9c4c81234b
22921,17809,ColonialVoice,77772534093432,9,2007,-215,Expired,Expired,2012-03-12 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,2f820dc5bc96233cd9acaf04a446314966bca7d995f9230d29486f70daa2d86c
22922,17810,Distinguish,55551375895357,2,2005,-246,Expired,Expired,2011-07-18 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,62bb363e363158ca7aa7a51061d0ca8a3d20d510556983c78b46f33e6543ac71
22923,17811,ColonialVoice,77775690861369,10,2006,-226,Expired,Expired,2014-03-17 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,fd41a4600cba563df6c3842eec6ac491492cf3b86023bfff090273e92bb6cf89
22924,17812,Distinguish,55557434883893,4,2006,-232,Expired,Expired,2013-09-28 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,9091ba558b1eb347f66c79b32a42fd1c60e7e96a99ec411b61150ba936abff4a
22925,17813,ColonialVoice,77776673728209,12,2007,-212,Expired,Expired,2012-08-18 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,f15417c285089cca4d63064233bf34d7eb3bf9c45003482e0f68f7d5a830155e
22926,17814,ColonialVoice,77778653465382,5,2005,-243,Expired,Expired,2013-06-30 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,f4c295cf52be3807ea98336c22d6669e7a362b11ce6fa9ab7aeb8d02e0aa5fd1
22927,17815,Vista,11118808600006,7,2008,-205,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,2d33e99412fde892f5531b61e788ef7e8e0ee8617bb25c58d86c5b9789a4c9d5
22928,17816,Distinguish,55556177720907,12,2008,-200,Expired,Expired,2014-01-24 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,62390008c26830757e031c5253d3aed2e618c1f78ec4e11c61b0dd102dd7907b
22929,17817,ColonialVoice,77779938449967,9,2008,-203,Expired,Expired,2013-07-13 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,b54c40bcf1775bd089ba59f368995bf31e15e8bfb6dbc1eeac72aa493906b29d
22930,17818,SuperiorCard,33337676821853,5,2007,-219,Expired,Expired,2013-09-19 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,9400bb76b348b1fbe284aa0b2782c9a138839f213b565b0b04f3a9e3f52d70ae
22931,17819,ColonialVoice,77776197142076,1,2008,-211,Expired,Expired,2012-05-06 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,7dfa1daf71b959450491269ec78229a05d9da21c8734edb17c9627f4f56eac1d
22932,17820,SuperiorCard,33336510329596,6,2007,-218,Expired,Expired,2013-02-10 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,404361d32b98594b96ef462b06a6fb3c648473a21f3cfb78196ea5428d5047b5
22933,17821,SuperiorCard,33338161415326,4,2008,-208,Expired,Expired,2014-01-01 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,53ddd3d8a9fb49466d63b73d7ef45cb22f01b37b5eda78452b046ec4497ba162
22934,17822,Distinguish,55553422818835,1,2006,-235,Expired,Expired,2013-12-07 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,bd4ed4642ed50d2816d2103e55a9097dc338c576a18b549cd5cde143c25fb3d4
22935,17823,Distinguish,55555616722641,8,2005,-240,Expired,Expired,2013-10-30 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,6f2884d080a5b32511f7d694dc7761bca131f71496ab0b401f6ac50ed0449cad
22936,17824,SuperiorCard,33337762472897,2,2005,-246,Expired,Expired,2013-12-09 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,45f6858b80c9e5d475dc3aad0ccf2cc4cc6e4799daf4634b7bc830f128559526
22937,17825,SuperiorCard,33334515042120,10,2006,-226,Expired,Expired,2012-09-24 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,66618e0ba624e3962ab798e9d692a2bfd17dfbed784a87e97cdbca7bcc679fa8
22938,17826,ColonialVoice,77778919744036,1,2005,-247,Expired,Expired,2013-10-27 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,1167c1e381ff798a5aedc972d17905c11d744aedcfa7937ab88d9574bd627467
22939,17827,Vista,11113179190808,7,2006,-229,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,1c59133487af64ed7bfff4bce95403500620e8772b204050d3809b16b02af737
22940,17828,Vista,11112096521618,5,2006,-231,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,2208140c9c041bd44f5de6a20858c7529e082d18582cb51c5b03ffe0015cf90b
22941,17829,Vista,11111115235735,4,2008,-208,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,9b4e2d6ff55a823b600044f779a07e3956d82cf007d3f7b29b0ac9dfb2700e8f
